OPERADOR,ORIGEN,DESTINO,FECHA,LLEGAN,SALEN,TOTAL
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,02-2020,2692,2083,4775
LATAM AIRLINES GROUP,CALAMA,LA SERENA,02-2020,2243,2698,4941
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,02-2020,2630,2570,5200
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,02-2020,2699,3305,6004
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,02-2020,102,0,102
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,02-2020,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,02-2020,6,0,6
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,02-2020,58579,61449,120028
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,02-2020,54281,53233,107514
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,02-2020,44180,44949,89129
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,02-2020,63069,63676,126745
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,02-2020,34125,35927,70052
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,02-2020,43079,42670,85749
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,02-2020,31746,32857,64603
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,02-2020,26157,28066,54223
LATAM AIRLINES CHILE,SANTIAGO,ARICA,02-2020,31646,31828,63474
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,02-2020,40243,39565,79808
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,02-2020,15453,16463,31916
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,02-2020,17927,17394,35321
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,02-2020,20917,20460,41377
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,02-2020,5483,5624,11107
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,02-2020,9789,8920,18709
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,02-2020,2325,2553,4878
SKY AIRLINE,SANTIAGO,CALAMA,02-2020,39385,38491,77876
SKY AIRLINE,SANTIAGO,IQUIQUE,02-2020,37622,37566,75188
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,02-2020,37509,37852,75361
SKY AIRLINE,SANTIAGO,PUERTO MONTT,02-2020,35475,36518,71993
SKY AIRLINE,SANTIAGO,ARICA,02-2020,34087,33532,67619
SKY AIRLINE,SANTIAGO,TEMUCO,02-2020,24736,25546,50282
SKY AIRLINE,SANTIAGO,LA SERENA,02-2020,23516,23806,47322
SKY AIRLINE,SANTIAGO,CONCEPCION,02-2020,19361,19046,38407
SKY AIRLINE,SANTIAGO,COPIAPO,02-2020,16222,16468,32690
SKY AIRLINE,SANTIAGO,VALDIVIA,02-2020,15921,15943,31864
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,02-2020,17050,17352,34402
SKY AIRLINE,PUERTO MONTT,BALMACEDA,02-2020,9575,10048,19623
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,02-2020,13989,14366,28355
SKY AIRLINE,SANTIAGO,OSORNO,02-2020,9907,9952,19859
SKY AIRLINE,SANTIAGO,BALMACEDA,02-2020,13176,13280,26456
SKY AIRLINE,ANTOFAGASTA,LA SERENA,02-2020,8652,8741,17393
SKY AIRLINE,IQUIQUE,LA SERENA,02-2020,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,02-2020,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,02-2020,2243,2190,4433
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,03-2020,69227,68417,137644
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,03-2020,107649,103384,211033
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,03-2020,68377,66276,134653
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,03-2020,56582,53887,110469
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,03-2020,66167,68997,135164
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,03-2020,44698,44079,88777
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,03-2020,40279,40256,80535
LATAM AIRLINES GROUP,SANTIAGO,ARICA,03-2020,36193,34701,70894
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,03-2020,13662,12813,26475
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,03-2020,18578,17273,35851
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,03-2020,5498,6499,11997
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,03-2020,10711,9507,20218
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,03-2020,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,03-2020,6024,6353,12377
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,03-2020,3824,3253,7077
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,03-2020,8859,8804,17663
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,03-2020,3805,3723,7528
LATAM AIRLINES GROUP,CALAMA,LA SERENA,03-2020,3295,3375,6670
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,03-2020,2933,3549,6482
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,03-2020,102,0,102
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,03-2020,0,0,0
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,03-2020,6,0,6
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,03-2020,80029,81085,161114
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,03-2020,82665,81823,164488
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,03-2020,95228,95680,190908
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,03-2020,63340,62939,126279
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,03-2020,47369,48923,96292
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,03-2020,60654,61451,122105
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,03-2020,49938,51048,100986
LATAM AIRLINES CHILE,SANTIAGO,ARICA,03-2020,40958,39983,80941
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,03-2020,39222,39156,78378
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,03-2020,53112,50933,104045
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,03-2020,21641,21958,43599
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,03-2020,23307,24298,47605
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,03-2020,31565,30640,62205
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,03-2020,13613,12287,25900
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,03-2020,7393,7154,14547
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,03-2020,3484,3545,7029
LATAM AIRLINES CHILE,CALAMA,LA SERENA,03-2020,0,0,0
LATAM AIRLINES CHILE,CALAMA,COPIAPO,03-2020,0,0,0
SKY AIRLINE,SANTIAGO,CALAMA,03-2020,61449,60137,121586
SKY AIRLINE,SANTIAGO,IQUIQUE,03-2020,55456,55073,110529
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,03-2020,55319,54911,110230
SKY AIRLINE,SANTIAGO,PUERTO MONTT,03-2020,48795,49511,98306
SKY AIRLINE,SANTIAGO,ARICA,03-2020,48246,47111,95357
SKY AIRLINE,SANTIAGO,TEMUCO,03-2020,37210,37546,74756
SKY AIRLINE,SANTIAGO,LA SERENA,03-2020,35488,35835,71323
SKY AIRLINE,SANTIAGO,CONCEPCION,03-2020,30236,29562,59798
SKY AIRLINE,SANTIAGO,COPIAPO,03-2020,24233,24413,48646
SKY AIRLINE,SANTIAGO,VALDIVIA,03-2020,21788,21614,43402
SKY AIRLINE,PUERTO MONTT,BALMACEDA,03-2020,15143,15357,30500
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,03-2020,23705,23869,47574
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,03-2020,18724,19959,38683
SKY AIRLINE,SANTIAGO,OSORNO,03-2020,14322,14049,28371
SKY AIRLINE,SANTIAGO,BALMACEDA,03-2020,19544,19275,38819
SKY AIRLINE,ANTOFAGASTA,LA SERENA,03-2020,13141,13000,26141
SKY AIRLINE,IQUIQUE,LA SERENA,03-2020,0,0,0
SKY AIRLINE,CONCEPCION,CALAMA,03-2020,3330,3301,6631
SKY AIRLINE,SANTIAGO,PUERTO NATALES,03-2020,0,0,0
SKY AIRLINE,CALAMA,LA SERENA,03-2020,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,03-2020,0,0,0
SKY AIRLINE,ARICA,IQUIQUE,03-2020,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,03-2020,0,0,0
JETSMART SPA,SANTIAGO,PUERTO MONTT,03-2020,33739,34115,67854
JETSMART SPA,SANTIAGO,ANTOFAGASTA,03-2020,27116,26903,54019
JETSMART SPA,SANTIAGO,CALAMA,03-2020,29178,27814,56992
JETSMART SPA,SANTIAGO,IQUIQUE,03-2020,25939,25677,51616
JETSMART SPA,SANTIAGO,TEMUCO,03-2020,21616,21119,42735
JETSMART SPA,SANTIAGO,CONCEPCION,03-2020,21212,19513,40725
JETSMART SPA,SANTIAGO,LA SERENA,03-2020,18693,17600,36293
JETSMART SPA,SANTIAGO,ARICA,03-2020,18038,17691,35729
JETSMART SPA,SANTIAGO,PUNTA ARENAS,03-2020,19839,19318,39157
JETSMART SPA,CALAMA,LA SERENA,03-2020,8358,8032,16390
JETSMART SPA,IQUIQUE,CONCEPCION,03-2020,6601,6629,13230
JETSMART SPA,SANTIAGO,COPIAPO,03-2020,12279,11982,24261
JETSMART SPA,SANTIAGO,VALDIVIA,03-2020,10638,10632,21270
JETSMART SPA,CONCEPCION,CALAMA,03-2020,7667,7683,15350
JETSMART SPA,ANTOFAGASTA,LA SERENA,03-2020,5830,6252,12082
JETSMART SPA,IQUIQUE,LA SERENA,03-2020,8594,8473,17067
JETSMART SPA,ANTOFAGASTA,CONCEPCION,03-2020,7101,6633,13734
JETSMART SPA,SANTIAGO,BALMACEDA,03-2020,9213,8531,17744
JETSMART SPA,SANTIAGO,PUERTO NATALES,03-2020,0,0,0
JETSMART SPA,ARICA,LA SERENA,03-2020,0,0,0
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,03-2020,6375,6981,13356
JETSMART SPA,CONCEPCION,LA SERENA,03-2020,5524,5382,10906
JETSMART SPA,CONCEPCION,PUNTA ARENAS,03-2020,0,0,0
JETSMART SPA,ARICA,CONCEPCION,03-2020,0,0,0
JETSMART SPA,TEMUCO,BALMACEDA,03-2020,5287,4996,10283
JETSMART SPA,TEMUCO,PUNTA ARENAS,03-2020,5612,5544,11156
JETSMART SPA,ARICA,ANTOFAGASTA,03-2020,4251,4374,8625
JETSMART SPA,CONCEPCION,BALMACEDA,03-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,TEMUCO,03-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,PUERTO MONTT,03-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,CALAMA,03-2020,0,0,0
JETSMART SPA,CONCEPCION,PUERTO NATALES,03-2020,0,0,0
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,03-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,IQUIQUE,03-2020,0,0,0
JETSMART SPA,TEMUCO,PUERTO NATALES,03-2020,0,0,0
JETSMART SPA,IQUIQUE,CALAMA,03-2020,0,0,0
JETSMART SPA,IQUIQUE,COPIAPO,03-2020,0,0,0
JETSMART SPA,CALAMA,COPIAPO,03-2020,432,642,1074
JETSMART SPA,BALMACEDA,PUNTA ARENAS,03-2020,1939,1832,3771
JETSMART SPA,ARICA,CALAMA,03-2020,1211,1171,2382
JETSMART SPA,PUERTO MONTT,BALMACEDA,03-2020,311,0,311
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,03-2020,5556,5831,11387
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,03-2020,3712,3079,6791
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,03-2020,729,952,1681
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,03-2020,1776,1453,3229
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,03-2020,1290,1375,2665
AEROVIAS D.A.P.,SANTIAGO,PICA,03-2020,599,872,1471
AEROVIAS D.A.P.,SANTIAGO,CALAMA,03-2020,1896,2529,4425
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,03-2020,901,808,1709
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,03-2020,395,176,571
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,03-2020,138,133,271
AEROVIAS D.A.P.,LA SERENA,PICA,03-2020,0,0,0
AEROVIAS D.A.P.,IQUIQUE,PICA,03-2020,44,0,44
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,03-2020,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,03-2020,0,0,0
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,03-2020,5,38,43
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,03-2020,0,0,0
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,03-2020,0,0,0
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,03-2020,0,0,0
AEROVIAS D.A.P.,ARICA,IQUIQUE,03-2020,255,195,450
AEROVIAS D.A.P.,ARICA,PICA,03-2020,0,80,80
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,03-2020,0,12,12
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,03-2020,0,4,4
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,03-2020,1,1,2
ONE SPA,SANTIAGO,IQUIQUE,03-2020,0,5,5
ONE SPA,SANTIAGO,COPIAPO,03-2020,0,0,0
ONE SPA,SANTIAGO,CALAMA,03-2020,6704,7403,14107
ONE SPA,SANTIAGO,ANTOFAGASTA,03-2020,0,0,0
ONE SPA,IQUIQUE,CONCEPCION,03-2020,0,0,0
ONE SPA,COPIAPO,CONCEPCION,03-2020,0,0,0
ONE SPA,ANTOFAGASTA,IQUIQUE,03-2020,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,04-2020,91081,90717,181798
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,04-2020,140277,134397,274674
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,04-2020,92180,92411,184591
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,04-2020,70244,66005,136249
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,04-2020,86402,89333,175735
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,04-2020,56816,55931,112747
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,04-2020,45717,45429,91146
LATAM AIRLINES GROUP,SANTIAGO,ARICA,04-2020,38339,36951,75290
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,04-2020,20757,19666,40423
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,04-2020,25676,23793,49469
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,04-2020,5498,6499,11997
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,04-2020,13304,11817,25121
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,04-2020,0,0,0
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,04-2020,8265,8281,16546
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,04-2020,5127,4114,9241
LATAM AIRLINES GROUP,SANTIAGO,BALMACEDA,04-2020,8859,8804,17663
LATAM AIRLINES GROUP,CONCEPCION,PUNTA ARENAS,04-2020,4807,4744,9551
LATAM AIRLINES GROUP,CALAMA,LA SERENA,04-2020,4085,4468,8553
LATAM AIRLINES GROUP,PUERTO MONTT,BALMACEDA,04-2020,2933,3549,6482
LATAM AIRLINES GROUP,ANTOFAGASTA,LA SERENA,04-2020,102,0,102
LATAM AIRLINES GROUP,ANTOFAGASTA,CALAMA,04-2020,0,0,0
LATAM AIRLINES GROUP,ARICA,IQUIQUE,04-2020,0,0,0
LATAM AIRLINES GROUP,PUERTO MONTT,PUNTA ARENAS,04-2020,76,489,565
LATAM AIRLINES GROUP,PUNTA ARENAS,PUERTO NATALES,04-2020,6,0,6
LATAM AIRLINES CHILE,SANTIAGO,PUERTO MONTT,04-2020,93798,95109,188907
LATAM AIRLINES CHILE,SANTIAGO,CONCEPCION,04-2020,111146,111092,222238
LATAM AIRLINES CHILE,SANTIAGO,CALAMA,04-2020,121556,121343,242899
LATAM AIRLINES CHILE,SANTIAGO,LA SERENA,04-2020,80354,80149,160503
LATAM AIRLINES CHILE,SANTIAGO,TEMUCO,04-2020,61370,63043,124413
LATAM AIRLINES CHILE,SANTIAGO,PUNTA ARENAS,04-2020,73434,74446,147880
LATAM AIRLINES CHILE,SANTIAGO,ANTOFAGASTA,04-2020,65629,68190,133819
LATAM AIRLINES CHILE,SANTIAGO,ARICA,04-2020,53594,53218,106812
LATAM AIRLINES CHILE,SANTIAGO,BALMACEDA,04-2020,48905,48799,97704
LATAM AIRLINES CHILE,SANTIAGO,IQUIQUE,04-2020,61022,58816,119838
LATAM AIRLINES CHILE,SANTIAGO,VALDIVIA,04-2020,27231,27371,54602
LATAM AIRLINES CHILE,PUERTO MONTT,PUNTA ARENAS,04-2020,27694,28722,56416
LATAM AIRLINES CHILE,SANTIAGO,COPIAPO,04-2020,38139,37202,75341
LATAM AIRLINES CHILE,PUERTO MONTT,BALMACEDA,04-2020,17116,15654,32770
LATAM AIRLINES CHILE,SANTIAGO,OSORNO,04-2020,9222,8891,18113
LATAM AIRLINES CHILE,ANTOFAGASTA,LA SERENA,04-2020,4538,4722,9260
LATAM AIRLINES CHILE,CALAMA,LA SERENA,04-2020,0,0,0
SKY AIRLINE,SANTIAGO,CALAMA,04-2020,84831,83699,168530
SKY AIRLINE,SANTIAGO,IQUIQUE,04-2020,67628,67521,135149
SKY AIRLINE,SANTIAGO,ANTOFAGASTA,04-2020,71880,71550,143430
SKY AIRLINE,SANTIAGO,PUERTO MONTT,04-2020,59315,59974,119289
SKY AIRLINE,SANTIAGO,ARICA,04-2020,57338,56522,113860
SKY AIRLINE,SANTIAGO,TEMUCO,04-2020,47394,47529,94923
SKY AIRLINE,SANTIAGO,LA SERENA,04-2020,44866,44944,89810
SKY AIRLINE,SANTIAGO,CONCEPCION,04-2020,41195,40497,81692
SKY AIRLINE,SANTIAGO,COPIAPO,04-2020,31425,31639,63064
SKY AIRLINE,SANTIAGO,VALDIVIA,04-2020,25929,25805,51734
SKY AIRLINE,PUERTO MONTT,BALMACEDA,04-2020,19863,20164,40027
SKY AIRLINE,SANTIAGO,PUNTA ARENAS,04-2020,27936,27982,55918
SKY AIRLINE,PUERTO MONTT,PUNTA ARENAS,04-2020,23001,24283,47284
SKY AIRLINE,SANTIAGO,OSORNO,04-2020,18590,18247,36837
SKY AIRLINE,SANTIAGO,BALMACEDA,04-2020,23883,23453,47336
SKY AIRLINE,ANTOFAGASTA,LA SERENA,04-2020,16984,16898,33882
SKY AIRLINE,CONCEPCION,CALAMA,04-2020,3330,3301,6631
SKY AIRLINE,IQUIQUE,LA SERENA,04-2020,0,0,0
SKY AIRLINE,SANTIAGO,PUERTO NATALES,04-2020,0,0,0
SKY AIRLINE,CALAMA,LA SERENA,04-2020,0,0,0
SKY AIRLINE,PUERTO MONTT,PUERTO NATALES,04-2020,0,0,0
SKY AIRLINE,TEMUCO,VALDIVIA,04-2020,0,0,0
SKY AIRLINE,ARICA,IQUIQUE,04-2020,0,0,0
SKY AIRLINE,ANTOFAGASTA,CALAMA,04-2020,0,0,0
JETSMART SPA,SANTIAGO,ANTOFAGASTA,04-2020,34700,35547,70247
JETSMART SPA,SANTIAGO,PUERTO MONTT,04-2020,41201,41646,82847
JETSMART SPA,SANTIAGO,CALAMA,04-2020,40075,39341,79416
JETSMART SPA,SANTIAGO,IQUIQUE,04-2020,31560,31593,63153
JETSMART SPA,SANTIAGO,TEMUCO,04-2020,27056,26152,53208
JETSMART SPA,SANTIAGO,CONCEPCION,04-2020,29077,26774,55851
JETSMART SPA,SANTIAGO,LA SERENA,04-2020,24801,23807,48608
JETSMART SPA,SANTIAGO,ARICA,04-2020,21910,21147,43057
JETSMART SPA,CALAMA,LA SERENA,04-2020,11638,10967,22605
JETSMART SPA,SANTIAGO,PUNTA ARENAS,04-2020,23453,22757,46210
JETSMART SPA,CONCEPCION,CALAMA,04-2020,10048,10059,20107
JETSMART SPA,ANTOFAGASTA,LA SERENA,04-2020,8021,8017,16038
JETSMART SPA,IQUIQUE,CONCEPCION,04-2020,8861,8699,17560
JETSMART SPA,SANTIAGO,COPIAPO,04-2020,16166,16017,32183
JETSMART SPA,SANTIAGO,VALDIVIA,04-2020,12636,12608,25244
JETSMART SPA,ANTOFAGASTA,CONCEPCION,04-2020,9934,8961,18895
JETSMART SPA,IQUIQUE,LA SERENA,04-2020,11665,11417,23082
JETSMART SPA,SANTIAGO,BALMACEDA,04-2020,10812,9950,20762
JETSMART SPA,SANTIAGO,PUERTO NATALES,04-2020,0,0,0
JETSMART SPA,ARICA,LA SERENA,04-2020,0,0,0
JETSMART SPA,CONCEPCION,LA SERENA,04-2020,6780,6710,13490
JETSMART SPA,PUERTO MONTT,PUNTA ARENAS,04-2020,7971,8814,16785
JETSMART SPA,CONCEPCION,PUNTA ARENAS,04-2020,0,0,0
JETSMART SPA,ARICA,CONCEPCION,04-2020,0,0,0
JETSMART SPA,TEMUCO,BALMACEDA,04-2020,6431,6056,12487
JETSMART SPA,TEMUCO,PUNTA ARENAS,04-2020,6813,6602,13415
JETSMART SPA,ARICA,ANTOFAGASTA,04-2020,5098,4894,9992
JETSMART SPA,CONCEPCION,BALMACEDA,04-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,TEMUCO,04-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,PUERTO MONTT,04-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,CALAMA,04-2020,0,0,0
JETSMART SPA,IQUIQUE,CALAMA,04-2020,0,0,0
JETSMART SPA,ANTOFAGASTA,IQUIQUE,04-2020,0,0,0
JETSMART SPA,CONCEPCION,PUERTO NATALES,04-2020,0,0,0
JETSMART SPA,PUERTO MONTT,PUERTO NATALES,04-2020,0,0,0
JETSMART SPA,PUERTO MONTT,TEMUCO,04-2020,0,0,0
JETSMART SPA,TEMUCO,PUERTO NATALES,04-2020,0,0,0
JETSMART SPA,ARICA,IQUIQUE,04-2020,0,0,0
JETSMART SPA,ARICA,CALAMA,04-2020,1211,1171,2382
JETSMART SPA,IQUIQUE,COPIAPO,04-2020,0,0,0
JETSMART SPA,CALAMA,COPIAPO,04-2020,432,642,1074
JETSMART SPA,BALMACEDA,PUNTA ARENAS,04-2020,1939,1832,3771
JETSMART SPA,PUERTO MONTT,BALMACEDA,04-2020,311,0,311
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO WILLIAMS,04-2020,7107,7228,14335
AEROVIAS D.A.P.,PUNTA ARENAS,ANTARTICA CHIL.,04-2020,3856,3082,6938
AEROVIAS D.A.P.,BALMACEDA,PUNTA ARENAS,04-2020,939,1182,2121
AEROVIAS D.A.P.,PUNTA ARENAS,PORVENIR,04-2020,2370,1965,4335
AEROVIAS D.A.P.,SANTIAGO,PICA,04-2020,773,1227,2000
AEROVIAS D.A.P.,SANTIAGO,EL SALVADOR,04-2020,1642,1904,3546
AEROVIAS D.A.P.,SANTIAGO,CALAMA,04-2020,2165,2808,4973
AEROVIAS D.A.P.,LA SERENA,PICA,04-2020,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,PUERTO NATALES,04-2020,912,808,1720
AEROVIAS D.A.P.,SANTIAGO,IQUIQUE,04-2020,644,383,1027
AEROVIAS D.A.P.,IQUIQUE,PICA,04-2020,52,0,52
AEROVIAS D.A.P.,PUERTO MONTT,PUNTA ARENAS,04-2020,0,0,0
AEROVIAS D.A.P.,PUNTA ARENAS,BAHIA INUTIL,04-2020,171,163,334
AEROVIAS D.A.P.,PUERTO MONTT,PUERTO NATALES,04-2020,0,0,0
AEROVIAS D.A.P.,IQUIQUE,LA SERENA,04-2020,0,0,0
AEROVIAS D.A.P.,CONCEPCION,PICA,04-2020,0,0,0
AEROVIAS D.A.P.,SANTIAGO,LA SERENA,04-2020,0,0,0
AEROVIAS D.A.P.,PUERTO NATALES,ANTARTICA CHIL.,04-2020,0,0,0
AEROVIAS D.A.P.,PUERTO WILLIAMS,ANTARTICA CHIL.,04-2020,5,38,43
AEROVIAS D.A.P.,SANTIAGO,PUNTA ARENAS,04-2020,2,0,2
AEROVIAS D.A.P.,SANTIAGO,COPIAPO,04-2020,0,0,0
AEROVIAS D.A.P.,SANTIAGO,CONCEPCION,04-2020,0,0,0
AEROVIAS D.A.P.,ARICA,IQUIQUE,04-2020,255,195,450
AEROVIAS D.A.P.,ARICA,PICA,04-2020,0,80,80
AEROVIAS D.A.P.,PUERTO NATALES,SOBREVUELO,04-2020,0,12,12
AEROVIAS D.A.P.,PORVENIR,PUERTO NATALES,04-2020,0,9,9
AEROVIAS D.A.P.,BALMACEDA,PUERTO NATALES,04-2020,0,4,4
AEROVIAS D.A.P.,PUNTA ARENAS,SOBREVUELO,04-2020,0,4,4
AEROVIAS D.A.P.,PUNTA ARENAS,SAN SEBASTIAN,04-2020,1,1,2
ONE SPA,SANTIAGO,IQUIQUE,04-2020,0,5,5
ONE SPA,SANTIAGO,COPIAPO,04-2020,0,0,0
ONE SPA,SANTIAGO,CALAMA,04-2020,8746,9517,18263
ONE SPA,SANTIAGO,ANTOFAGASTA,04-2020,0,0,0
ONE SPA,IQUIQUE,CONCEPCION,04-2020,0,0,0
ONE SPA,COPIAPO,CONCEPCION,04-2020,0,0,0
ONE SPA,ANTOFAGASTA,IQUIQUE,04-2020,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,IQUIQUE,05-2020,113010,112755,225765
LATAM AIRLINES GROUP,SANTIAGO,ANTOFAGASTA,05-2020,175641,167057,342698
LATAM AIRLINES GROUP,SANTIAGO,CALAMA,05-2020,116021,116720,232741
LATAM AIRLINES GROUP,SANTIAGO,PUNTA ARENAS,05-2020,75181,70298,145479
LATAM AIRLINES GROUP,SANTIAGO,PUERTO MONTT,05-2020,99340,102401,201741
LATAM AIRLINES GROUP,SANTIAGO,ISLA DE PASCUA,05-2020,69450,68599,138049
LATAM AIRLINES GROUP,SANTIAGO,TEMUCO,05-2020,52035,51281,103316
LATAM AIRLINES GROUP,SANTIAGO,ARICA,05-2020,41562,40082,81644
LATAM AIRLINES GROUP,SANTIAGO,COPIAPO,05-2020,27835,26267,54102
LATAM AIRLINES GROUP,SANTIAGO,CONCEPCION,05-2020,32284,30171,62455
LATAM AIRLINES GROUP,SANTIAGO,PUERTO NATALES,05-2020,5498,6499,11997
LATAM AIRLINES GROUP,SANTIAGO,CASTRO,05-2020,15947,14249,30196
LATAM AIRLINES GROUP,ANTOFAGASTA,CONCEPCION,05-2020,10106,10721,20827
LATAM AIRLINES GROUP,IQUIQUE,CONCEPCION,05-2020,0,0,0
LATAM AIRLINES GROUP,SANTIAGO,LA SERENA,05-2020,6199,5312,11511
